source,target
1020160096356,2019850007546
1020160096356,2019840010441
1020130046625,1020060043054
1020130046625,1020080076634
1020130046625,2019980002753
1020120128852,1019980009359
1020120128852,2020120000032
1020120053398,1019970009094
1020120053398,1020070033191
1020080120887,1020050087050
1020080120887,2019990016625
1020080120887,2020010018072
1020040081449,1020020075602
1020040081449,2019900020121
1020040081449,2019980001867
1020040081449,2019990000684
1020150172089,2019950009107
1020150172089,1019960063801
1020150172089,1020060133949
1020200001246,1020120089493
1020200001246,1020120139334
1020190072893,1019970044914
1020190072893,2019940022831
1020100055156,1019940032820
1020100055156,2019980023277
1020190145053,1020140022875
1020190145053,1020160003606
1020200016523,1020130048565
1020200016523,1020130098791
1020200016523,2020150007976
1020080131536,1020020070486
1020080131536,2020000033292
1020080131536,2020070003507
1020080113291,1020030086354
1020140086946,1020100072500
1020140086946,1020100094122
1020090046439,2020020014162
1020090046439,2019960020502
1020090046439,2020060012528
1020140088585,1020070110467
1020140088585,1020050107162
1020100083098,1020070090739
1020100083098,2020040036218
1020100083098,2020050005379
1020090005596,1019990044517
1020090005596,2019900016033
1020090005596,1019960705019
1020090049887,1019980063338
1020090049887,1019980063338
1020090049887,2019910014399
1020050133341,1020010069606
1020070057685,1020020020810
1020070057685,1020060014979
1020070057685,1019940028479
1020070057685,1019980005535
1020070057685,1020060015669
1020070057685,1019960003149
1020080092393,1020070020449
1020080092393,1020060104947
1020080092393,2020050025800
1020060049964,1020000062566
1020060049964,1020040084056
1020060049964,2019870002217
1020090113073,1020050004341
1020100034662,1020080040606
1020100034662,1019980001804
1020100034662,1020070025386
1020190026626,1020090026391
1020190026626,1020100018204
1020190026626,1020160180758
1020150046808,1020030017183
1020150046808,1020060015668
1020150046808,2020080017364
1020080082390,1020050132872
1020100102026,1020100009220
1020170138491,1020010040211
1020170138491,1020140032198
1020170138491,2019960025866
1020190027660,2020120006459
1020080094874,1020050014550
1020080094874,2020050004701
1020050084936,1019990006307
1020050084936,1020000026540
1020050084936,1020010029823
1020050084936,2019990002204
1020050084936,2020020030289
1020050084936,2020040019346
1020050084936,2020040035845
1020100116354,2020100001421
1020100116354,1020050050671
1020100116354,2019840002725
1020190112749,1020130051981
1020190112749,1020100019218
1020190112749,1020180138141
1020190112749,1020090084257
1020190112749,1020160089223
1020190112749,1020170184086
1020190112749,1020130156965
1020190112749,1020160126913
1020150043288,1020120076649
1020150043288,1020120064415
1020150043288,1020130082583
1020150043288,1020130082582
1020090031953,2019950028105
1020110091163,2020070020061
1020110091163,2020100003950
1020120120493,1020070112279
1020120120493,1020100074384
1020200174604,1020160093989
1020200174604,1020177001539
1020200174604,1020170047422
1020200174604,1020130039294
1020200174604,1020190047618
1020200174604,1020120130848
1020130139876,1020070141293
1020130139876,1020090087423
1020130139876,1020100077440
1020170141199,1020030071750
1020170141199,1020070135520
1020170141199,1020160085298
1020070011604,1020050031685
1020070011604,1019960040044
1020070011604,1019990051363
1020070011604,1020030015600
1020070011604,1020030073507
1020160007686,1020100123490
1020160007686,1020150017907
1020180071566,1020110081872
1020180071566,1020130131092
1020110029553,1020090089450
1020190107836,1020170068019
1020160015064,1020140031441
1020160015064,1020110118250
1020160015064,1020140031442
1020200000115,1020150083739
1020200000115,1020120155180
1020200000115,1020170104767
1020200000115,1020160049565
1020200000115,1020150169051
1020200000115,1020150169029
1020200000115,1020150083738
1020150123419,2019870009730
1020150123419,2020060007255
1020150123419,2020060007255
1020150123419,2019870009730
1020150123419,1020060070807
1020150123419,1020120124132
1020150123419,1020140013282
1020150123419,2020020013455
1020170151564,1020040096178
1020170151564,1020150101883
1020170151564,1020020060076
1020170151564,1020090037992
1020170151564,1020100063932
1020170151564,1020120020146
1020170151564,1020090127008
1020170151564,1020090128357
1020170151564,1020140113104
1020160089674,1020030071750
1020160089674,1020040022110
1020170060926,1020130137822
1020170060926,1020030066432
1020170060926,1020130031838
1020170060926,1020080126051
1020170060926,1020120153975
1020170060926,1020130030656
1020090019573,1019990009170
1020090019573,2020010034981
1020200085514,1020100069457
1020200085514,2019990015959
1020150174207,1020010061379
1020170152684,1020090133837
1020170152684,1020100004431
1020170152684,1020120005977
1020120117604,1020020049516
1020110001886,1020070030422
1020110001886,1020080042911
1020130039114,1020010026001
1020090112513,1020070077441
1020090112513,1020070097096
1020090112513,2019980013624
1020110044684,1020070041765
1020110044684,2020050035160
1020110044684,1020110040944
1020070082808,1020070024854
1020070082808,1020020007301
1020120139334,1020100013921
1020120139334,2020010007254
1020120139334,2020100013316
1020120139334,1020120010182
1020120003472,2020060020545
1020120003472,1020080047345
1020130122745,1020120143479
1020140085809,1020057006627
1020140085809,1020130110021
1020140085809,1020090076778
1020120144304,1020040081929
1020170183571,1020040050392
1020170183571,1020120154238
1020170183571,1020100004431
1020170183571,1020120005977
1020160057336,1020130029768
1020160057336,1020050012989
1020160057336,1020110112219
1020160057336,1020150097686
1020130156821,1020130022193
1020130156821,1020030029024
1020100079464,1020087009204
1020100079464,1020070135520
1020110035652,1020000036205
1020120062358,1020090026391
1020120062358,1020080095091
1020120062358,1020080058791
1020120062358,1020110051790
1020160054175,1019910019296
1020160054175,2020010032225
1020160054175,2019880016609
1020170183038,1020120046725
1020170183038,1020140121401
1020170183038,1020060133680
1020150122497,1020080090514
1020150122497,1020080002435
1020150122497,1020120090246
1020150122497,1020040065582
1020150122497,2019900011150
1020080063484,2019970003566
1020080063484,1019990006131
1020080063484,1020010059654
1020210003506,1020070051516
1020210003506,1020140074859
1020210003506,1020190032022
1020130044587,2020060009800
1020120131072,1020090109758
1020120131072,1020050050934
1020120131072,1020040015903
1020120131072,1020100087531
1020050111632,1020020034491
1020050111632,2019960025865
1020140140728,1020030082434
1020140140728,1020080075469
1020140140728,1020100056289
1020140140728,2019980000788
1020200129573,1020130129627
1020200129573,1020000047149
1020200129573,1020080097238
1020200129573,2020000010079
1020200129573,2020000026426
1020120103867,1020100026138
1020120103867,1020000082695
1020100057160,2020080015218
1020100057160,1020020075906
1020100057160,2020080015218
1020070055671,2019980023276
1020070055671,1019990000790
1020070055671,2020040006221
1020070055671,2020010036256
1020070055671,1020040013470
1020070055671,2020010010553
1020070055671,2020020034667
1020200019574,1020130088534
1020200019574,1020150089650
1020060012671,2019900009234
1020060064436,1020020032302
1020060064436,1020030015419
1020150048787,1020080089119
1020150048787,1020130022800
1020140034010,1020000029439
1020140034010,1020110138791
1020140034010,2019980006630
1020140034010,1020110018789
1020130168841,2020020024018
1020130168841,2020080012020
1020130168841,1020100007513
1020130168841,1020030037745
1020130039798,1020090077359
1020130039798,2019830006887
1020120118992,1020070041765
1020120118992,2020030032447
1020130118154,1020070110467
1020130118154,1020090092243
1020080060856,1020010051339
1020080060856,1019990009170
1020080060856,1019990010655
1020100116233,1020070129512
1020100116233,1020080016658
1020100116233,2020090009198
1020080065042,2020060012394
1020080121578,2020010003194
1020080121578,2019870016744
1020070110467,2019990024075
1020070005775,1019910007227
1020050114382,1019870011571
1020050114382,2020050012602
1020050114382,
1020050114382,
1020050114382,2019830007766
1020050114382,2019830009182
1020050114382,2019840008166
1020050114382,2019850001459
1020080126130,2020000027468
1020080126130,2020040030052
1020080126130,2020000029822
1020120087045,2019880014079
1020120087045,2019910009550
1020090017451,1020070046524
1020100077177,1020050002719
1020100077177,1020030018302
1020100077177,2020000021852
1020060003230,1019980001805
1020060003230,2020040006221
1020070066756,1020060027078
1020070066756,1020050126145
1020070066756,2020050025800
1020130098499,1020100069177
1020130098499,1020110057310
1020130098499,1020110078518
1020130098499,2020030021146
1020100077883,1020010059644
1020100077883,2020030005729
1020100077883,1020030015323
1020100077883,1020010059644
1020100104076,2020060001233
1020120154238,2019990005468
1020120154238,2020040018539
1020120154238,1019970023673
1020120062359,2019850000786
1020120062359,1020090040344
1020120062359,1020090040344
1020100034575,1020087006381
1020220040620,1020100122860
1020220040620,1020090080920
1020220040620,2020050027861
1020220040620,2020110002792
1020220040620,2019820001003
1020220040620,1020080032312
1020220040620,2020140002062
1020140012490,1020130024659
1020140012490,2020040003988
1020140012490,1020070020449
1020100018905,2020050002232
1020200126125,1020180109738
1020200126125,1020187032035
1020200126125,1020180116316
1020070034742,1020020026677
1020070034742,2019980007289
1020070034742,2020030010615
1020070034742,2019940036302
1020070125870,2019610001106
1020070125870,2019980004978
1020070125870,1020060013095
1020070125870,2020050005664
1020070125870,1020020070486
1020140067858,1020130110021
1020140067858,1020090065289
1020120097688,2020020011482
1020120097688,1020100035610
1020120097688,1020110012184
1020120097688,2020020012469
1020130000955,1020110025802
1020130000955,1020070070366
1020150066652,1020120092209
1020150066652,1020130030174
1020150066652,1020070046933
1020080127038,1019900014821
1020090015494,1020000073997
1020090015494,2019980023684
1020090015494,2019980023282
1020090015494,1020040073262
1020070045437,1020060067038
1020070045437,1020060041553
1020070045437,2020060013107
1020070045437,2020060024509
1020160116359,1020100132106
1020160116359,1020120153576
1020160116359,1020070135520
1020160116359,1020030071750
1020160116359,
1020160116359,1020090133838
1020160116359,1020120153576
1020090119437,1020070099668
1020050029756,2020030035435
1020050029756,2020040014152
1020130052015,1020080071667
1020130052015,1020090118296
1020130052015,1020080015272
1020100133058,2019990004467
1020100133058,1019970007956
1020100133058,2019990026342
1020100133058,1020060117768
1020210166900,1020110029129
1020210166900,2020020009283
1020180122501,1020170111501
1020180122501,1020130031616
1020180122501,1020040054084
1020200061757,1020170162469
1020200061757,1020160032762
1020200061757,2020180005229
1020150139639,1020147011765
1020150139639,1020120065012
1020150139639,1020140031091
1020150139639,1020090033219
1020160181055,1019950065105
1020160181055,1019940031523
1020100058678,1020060064446
1020100058678,1020080113291
1020100058678,1020057020277
1020100058678,1020080123896
1020190164598,1020180019428
1020130079328,1020110117073
1020060024226,1019920016660
1020060024226,2020040002277
1020060024226,2020040021538
1020140047914,1020080109194
1020140047914,1020130045383
1020140047914,1020070120717
1020140013259,1020130027252
1020160015085,1020140031441
1020160015085,1020140080501
1020140038535,1020090079334
1020140038535,1020120043152
1020140038535,2020020036741
1020170085639,1020150079402
1020170085639,1020080126226
1020170085639,2020080007251
1020170085639,1020080109135
1020170085639,1020120118303
1020170085639,1020070000185
1020170085639,1020140009653
1020170085639,1020120135239
1020180087398,1020130071810
1020180087398,1020130049276
1020180087398,1020150089419
1020170176166,1020070130800
1020170176166,1020140047842
1020190113103,1020170095440
1020190113103,1020167023470
1020190113103,2020090005236
1020170113750,1020120153577
1020170113750,2020080007781
1020070107881,1020020083456
1020070107881,1020020047073
1020070107881,1020030023414
1020200006203,1020130005241
1020200006203,1020197009986
1020190021513,1020150054455
1020190021513,1020090030830
1020190021513,1020150134259
1020190021513,2020040019136
1020190021513,1020150134258
1020190033035,1019980040502
1020190033035,1020130157908
1020190033035,2020020030872
1020130024336,2020100013156
1020130024336,1020060090567
1020140174784,1020090008642
1020140174784,1020130016934
1020140174784,1020130016943
1020110118250,1020030078345
1020110118250,1020070058054
1020110118250,1020090109764
1020180055763,1020110011186
1020180055763,1020130108268
1020180055763,1020140123641
1020140105957,2019840008199
1020140105957,2019980010368
1020140105957,1020130039798
1020140105957,1020090053365
1020160024252,1020090089450
1020160024252,1020110085503
1020160024252,1020140090093
1020160024252,1020150017907
1020160024252,1020090095408
1020160024252,1020130105473
1020160024211,1020150017907
1020160024211,1020140090093
1020160024211,1020100123490
1020090089450,1020090039465
1020090089450,1020020035364
1020090089450,2020050030297
1020100096041,1020080004826
1020100096041,2019970022831
1020100096041,1020080018808
1020090123974,1020060107328
1020200184866,1020140053756
1020200184866,1020140139354
1020200184866,1020150086545
1020090064103,1020000014307
1020150051504,1020050121014
1020150051504,1020010036750
1020150055527,1020080076165
1020140160616,1020130028661
1020140160616,1020080031011
1020150037963,1020090100698
1020150037963,1020130019746
1020140073984,1020040009975
1020140073984,1020070130800
1020140073984,1020080081734
1020140073984,1020120005977
1020220098204,1020060030464
1020220098204,1020170151346
1020220098204,1020130072400
1020220098204,1020200030604
1020220098204,2020060031459
1020220098204,2019980003173
1020070015861,1019990058040
1020070015861,1020020052798
1020070015861,1020050039135
1020070015861,2020020009873
1020070015861,1020050063115
1020070015861,1020020020810
1020080068046,1020030017183
1020080068046,2019930023829
1020080068046,2019940036300
1020080068046,1020070069293
1020150073900,1020120001972
1020130063011,1020090013230
1020060010392,1019900021022
1020060010392,1020050059213
1020130045977,1020080119641
1020160044934,1020110027596
1020160044934,1020070101254
1020160044934,1020140041900
1020160044934,2020110010911
1020070113988,1020040049502
1020060070810,2020050020130
1020060070810,2020060001636
1020090053352,1020000015352
1020160054172,2019980018109
1020160054172,1020100024300
1020160054172,2019980001865
1020160054172,2020060020545
1020210037562,1020120009829
1020210037562,1020140128546
1020210037562,1020150055155
1020200182171,1020050109882
1020200182171,1020170183572
1020200182171,2019990030622
1020140139354,1020100049814
1020140139354,1020110044129
1020050111017,1019960013427
1020050111017,1019930022010
1020050111017,1020020034491
1020050111017,1020030078344
1020090026391,1020060091569
1020090026391,1019990004724
1020160033132,1020050066918
1020160033132,2019840003752
1020160033132,1020030036218
1020070055673,1019990000790
1020070055673,2020040006221
1020070055673,2020010036256
1020070055673,2020010010553
1020070055673,2020020034667
1020070055673,2019980023276
1020090046442,2019970011965
1020090094818,1020080053651
1020090094818,2019980023684
1020120140687,1020110001926
1020120140687,2019950030053
1020120140687,1020100049814
1020120140687,1020110022603
1020060040570,1019990018991
1020060040570,1020040040949
1020060040570,1020040055044
1020110021742,2019990005431
1020110021742,2019980018343
1020110021742,1020030078606
1020090057227,2019980005173
1020090057227,1019840000046
1020090040708,1020020048517
1020080081142,1020050107162
1020080060857,1020037008701
1020080060857,2019940023336
1020080060857,1020050063189
1020080060857,1019990036489
1020070025386,1020060009431
1020070025386,2020050022814
1020060095053,1020000032766
1020080075469,1020000028326
1020080075469,1020060109318
1020080075469,2020040026586
1020080075469,2020060005426
1020110004151,2019940015644
1020110004151,1020080130844
1020110024776,1020080092393
1020110024776,2019980002800
1020110097312,1020090122822
1020070135375,2020000011883
1020080048455,1020030009841
1020140049719,2020070015028
1020140049719,2020000023394
1020140049719,2020060015869
1020130039973,1020097016627
1020130039973,2019910015939
1020050088105,1020010067639
1020050088105,1019870006258
1020050088105,1020030015237
1020050088105,2020040037070
1020130027610,1020040054369
1020130027610,1020120087045
1020090110135,2020020005628
1020090110135,2020020025940
1020140081269,1020100039487
1020200027548,2020000029882
1020200027548,1020050058961
1020200027548,1020110026869
1020200027548,1020090107246
1020210060006,1020110116687
1020210060006,1020080070802
1020210060006,1020130021759
1020210060006,1020150153788
1020100102835,1019960029688
1020100102835,1020020061156
1020100102835,1020060036098
1020080116591,1020050009798
1020090024518,1020050017489
1020090024518,1020040066472
1020150121958,1020080113290
1020150121958,1020110118250
1020150121958,1020020010861
1020150121958,1020100106665
1020150104093,1020080113290
1020150104093,1020110118250
1020140031440,1020100106665
1020140031440,1020110118250
1020140031440,1020090109764
1020150074627,2020120002578
1020150074627,2020070017569
1020150074627,2020060028960
1020150074627,1020130078660
1020150136673,1020080115541
1020150136673,1020100069910
1020190107838,1020170068019
1020190107838,1020170042188
1020130161100,2019880019989
1020130161100,1020090106354
1020060020188,1019960001190
1020060020188,1019800001580
1020060020188,1020060015075
1020060020188,2019910003767
1020150134294,1020090013560
1020150134294,2020070000390
1020150134294,1020127033407
1020210044538,1020140086946
1020210044538,1020190032022
1020120062821,1020070113988
1020120062821,1020090067652
1020180034667,1020130032638
1020130016830,1020110078000
1020130016830,1020110022343
1020130016830,1020100019997
1020220044090,1019970034472
1020220044090,1020100095538
1020220044090,1020050120872
1020220044090,1020100095538
1020220044090,2020060013354
1020220044090,1020200060162
1020120096359,1020100054309
1020120096359,1020090113883
1020190104897,1020100040053
1020190104897,1020150128530
1020140074859,1019990044562
1020140074859,1019900002787
1020140074859,1020117004930
1020190104463,1020090076607
1020190104463,2019870016210
1020110137853,1020090084473
1020110137853,1020100027119
1020160061840,1020130114885
1020160061840,1020100020358
1020160061840,1020060024226
1020150165782,1020130144975
1020150165782,1020010053169
1020150165782,1020110029404
1020160112496,1020110080475
1020160112496,1020130045977
1020160112496,1020040050372
1020160112496,1020070015309
1020190007406,1020090015609
1020190007406,1020090049724
1020190007406,2020120011828
1020190007406,2020140002161
1020160092488,1020110054358
1020160092488,2019950041738
1020160092488,2020020010404
1020160092488,1020110072815
1020160092488,2020060001555
1020050112490,1020030005428
1020050112490,1020020005891
1020050112490,2019980002753
1020050112490,2019980023323
1020150044719,1020137003855
1020150044719,1020100060261
1020150044719,1020090016702
1020150044719,1020130133508
1020090045140,1020100021639
1020090045140,2020070004132
1020090045140,1020020072182
1020090045140,2020020004918
1020150142973,1020080097238
1020150142973,1019990035763
1020150142973,1020030038095
1020150142973,1020100047463
1020180147336,1019980049250
1020180147336,1020030037440
1020180147336,1020140161464
1020180147336,2019940018211
1020090004817,1019940012828
1020090004817,1019940007664
1020090004817,2020030018788
1020120157457,1020090134290
1020120157457,2020050027315
1020210076908,1020160050350
1020210076908,1020180161537
1020170113388,1020120141215
1020170113388,1020140015566
1020170113388,1020150073900
1020150110181,1020120078177
1020090046257,1020050095593
1020090046257,2020030015870
1020090046257,1019970014103
1020090046257,2019980014469
1020220070642,1020150009017
1020220070642,1019980049636
1020220070642,2020080013439
1020120127162,2020090007181
1020150099770,1020040079676
1020150099770,1020110054738
1020220102397,1020120014150
1020220102397,1020160086421
1020220102397,2019980022791
1020120046725,1020100017271
1020120046725,2020040027932
1020070055670,2020040006221
1020070055670,2020010036256
1020070055670,1020040013470
1020070055670,2020010010553
1020070055670,2020020034667
1020070055670,2019980023276
1020070055670,1019990000790
1020150167046,1020140055694
1020150167046,1020040073493
1020150167046,1020080081734
1020150167046,1020140036051
1020060126834,1020040034587
1020060126834,1020040103293
1020060126834,2020040013761
1020200137447,1020000057094
1020200137447,1020087005226
1020200137447,1020140052047
1020210006002,1020060040569
1020210006002,1020120081656
1020210006002,1020170145498
1020210006002,1020190031687
1020150160980,1020100014207
1020150160980,1020087010791
1020150160980,1020100019269
1020150160980,1020110048929
1020090048031,1020020048517
1020090048031,1020000054504
1020090016543,1020080074159
1020090016543,1019930023139
1020090016543,1020000010024
1020100093111,2020080014236
1020150069800,1020120131072
1020150069800,1020110078948
1020150069800,2020030039054
1020150069800,1020110058590
1020150069800,1020100039593
1020150069800,1020110031234
1020150069800,1020120041572
1020100089984,1020070080353
1020100089984,1020070070222
1020100089984,1020080111373
1020100089984,1020080076634
1020130051981,2019940005533
1020130051981,1020100054930
1020140114145,1020060126494
1020140114145,1020080037541
1020140114145,1020110012149
1020140114145,2020050030859
1020090003216,1020030040576
1020090003216,1020050069870
1020090003216,2020050025800
1020080125645,
1020080125645,1020000021256
1020060030464,2019980001968
1020090010143,1019960009431
1020090010143,1019960009435
1020090010143,2020000029579
1020090010143,1020010000102
1020110048781,1019930000323
1020110048781,1020090080920
1020110048781,2019990014694
1020080011690,2020020008872
1020080011690,1019980018450
1020080011690,2020050013155
1020080011690,1020010025591
1020080011690,2020010013390
1020080011690,2019980011686
1020080011690,2020040022847
1020080011690,2020020001920
1020120077566,1020090053337
1020120077566,1020020065362
1020120077566,2020030005742
1020120077566,2020080008539
1020110029404,1020070036416
1020110029404,1020090022733
1020050107441,1020030048412
1020050107441,1019910013802
1020050107441,1019990013708
1020050107441,2020040021290
1020050107441,2019980009236
1020050107441,2020000031479
1020120035009,2020050028972
1020120035009,2019980005493
1020120035009,2020030021146
1020120035009,2020050035160
1020080097663,1020070024854
1020080097663,1019980038132
1020080097663,2019990026771
1020080097663,1019990009170
1020060040407,1020040015325
1020060040407,1020050021606
1020060040407,2020010034981
1020060040407,2020050032929
1020080067043,1020050107162
1020080067043,1020030090101
1020080067043,2019990028469
1020080067043,2019990023862
1020090045120,2020030009708
1020090045120,2019890008374
1020090045120,1019960002883
1020060085629,2019990010799
1020060085629,1019910010101
1020100020114,1020070077680
1020100020114,2020080000704
1020100020114,2019980002458
1020080049109,2020010033926
1020080049109,2020020007253
1020080049109,2020030001529
1020080049109,2020020011483
1020080029081,1020050082679
1020180109738,1020030015323
1020180109738,1020090046255
1020180109738,1020127009746
1020210051474,2020040004975
1020210051474,2020050028084
1020190160852,1020167003301
1020050088106,1020010067639
1020050088106,2020040037070
1020100011339,2020080009221
1020100011339,2019930016734
1020120016487,2020010037388
1020120016487,1020040010088
1020120016487,1020030060179
1020120016488,1020010029791
1020120016488,1020030060179
1020120016488,1020040010088
1020150043289,1020120076649
1020150043289,1020130022800
1020150043289,2020080000320
1020150043289,2020080003696
1020160177472,1020070067675
1020110066776,1020090059454
1020110066776,2020050022934
1020060037475,2020010026237
1020170040444,1020120026524
1020170040444,1020120102527
1020170040444,1020130033858
1020170040444,1020140109543
1020170040444,1020160074105
1020170040444,2020100000337
1020060041921,1020020079384
1020060041921,2020010040615
1020060041921,2020060012039
1020060041921,2019900008417
1020060041921,2019900017996
1020180028778,1020160111627
1020180028778,1019980031640
1020180028778,1020010088110
1020090086477,1019970058479
1020090086477,2020010028887
1020090086477,2019910008993
1020090086477,2019980015443
1020150104094,1020080113290
1020150104094,1020110118250
1020190009075,1020170114926
1020160048230,1020110030154
1020160048230,2020150006290
1020160048230,2019980018465
1020180116273,1020120153577
1020180116273,1020040098778
1020150032960,1020120079110
1020150032960,1020060051995
1020140013284,1020130027252
1020130006062,1020100007550
1020130006062,2020030011461
1020160015067,1020140031441
1020200000122,1020150083739
1020200000122,1020120155180
1020200000122,1020170104767
1020200000122,1020160049565
1020200000122,1020150169051
1020200000122,1020150169029
1020200000122,1020150083738
1020130132254,1020120049939
1020130132254,2020030038508
1020190034819,1020130023029
1020190034819,1020030013386
1020190034819,2020010008088
1020170162512,2020150000569
1020170162512,2020100000598
1020170162512,1020127019210
1020140163671,1020090131083
1020140163671,2020110011247
1020140163671,1020110098369
1020140163671,1020080023824
1020130094037,2019980017378
1020130094037,1020070011604
1020130094037,1020050022394
1020130089764,2020030024472
1020130089764,2020030017692
1020130089764,2020030031920
1020130089764,1020080081142
1020100038239,1020050050671
1020100038239,2020010017706
1020100038239,2020020009281
1020160054463,1020010061373
1020160054463,1020140098970
1020170116949,1020140050949
1020170116949,1020140068519
1020170116949,1020110057199
1020170116949,1020120067047
1020170116949,1020130055438
1020170116949,2020060002677
1020060093920,1020040065581
1020060093920,1019880007224
1020060093920,2019890016226
1020060093920,2019900008116
1020180027897,1020010076858
1020180027897,2020050012602
1020180027897,1020160023975
1020180027897,1020030100516
1020180027897,1020060091684
1020200130177,1020180090161
1020200130177,1020090012986
1020200130177,2020060029276
1020200130177,1020180090161
1020140140952,1020110093210
1020140140952,1020130103312
1020140140952,2020000028416
1020140140952,2020110009186
1020060024817,1019990049085
1020060024817,1019960038018
1020060024817,1019990000468
1020060024817,1020000029127
1020200001244,1020140049680
1020200001244,2020080013811
1020200001244,1020090052233
1020200001244,1020130077043
1020120094466,2020080017373
1020120094466,2020080009390
1020120094466,1020120022357
1020120094466,1020040065464
1020100046371,1019980000950
1020100046371,1020070045964
1020060027144,1019960034310
1020060027144,1019890018538
1020060027144,1020020005891
1020190046815,1020100098821
1020190046815,1020120091841
1020190046815,1020150142361
1020190046815,1020170143174
1020140129259,1020070115413
1020140129259,1020100098820
1020140129259,1020100098821
1020140129259,1020120011050
1020130164013,1020120074790
1020130164013,1020120118440
1020130039656,2020060010655
1020160182523,1020150079009
1020160182523,2019960043207
1020160182523,1020110074195
1020160182523,1019950002747
1020150134094,2020040018393
1020150134094,2020100006349
1020190059663,1020000001534
1020190059663,1020120005976
1020190059663,1020167011659
1020180023050,1020150083739
1020180023050,1020160032762
1020180023050,2020080002682
1020130033632,1020030005780
1020130033632,1020050081775
1020130033632,1019990033566
1020150112311,1020080033577
1020150112311,1020110028167
1020150112311,1020140160616
1020130000753,2020050034796
1020130000753,2020020009847
1020130000753,1020100119629
1020130000753,1020110010487
1020140176064,1020050087302
1020140176064,2020060000531
1020140176064,1020060009056
1020140176064,1020060013095
1020160156341,2019990025254
1020110078948,1020080042680
1020110078948,2020070011494
1020170152493,1020130046840
1020170152493,1020070120733
1020100018602,2020000022514
1020100018602,2020090009864
1020100113398,2019940033049
1020100113398,1020020032302
1020100113398,2019980013624
1020100113398,1020020066457
1020160089228,1020090039393
1020160089228,1020130012914
1020160089228,1020040015325
1020160089228,1020070096568
1020160089223,1020090039393
1020160089223,1020130012914
1020160089223,1020040015325
1020160089223,1020070096568
1020210031179,1020000013935
1020210031179,1020200059382
1020210031179,1020190020793
1020200176987,1020050047013
1020200176987,1020100095065
1020200176987,1020180068559
1020200176987,1020160032762
1020200176987,1020090090099
1020200176987,1020140096407
1020200176987,1020090047899
1020170160313,1020150131685
1020170160313,1020060107169
1020170160313,1020060107170
1020170160313,2019990009024
1020170160313,1020120005977
1020160166042,1020110128349
1020150029295,1020130046625
1020150029295,2020060027563
1020150029295,1020120010326
1020150029295,2020060005859
1020070008537,1020010031820
1020070008537,1019990044793
1020070008537,1020060063397
1020070008537,1020060045776
1020070008537,1020050075359
1020070008537,2019990029422
1020070008537,2020020009873
1020070008537,2020010025659
1020070008537,2020000016362
1020110040944,1020090020884
1020110040944,1020090022074
1020110040944,1020100049814
1020170054826,1020070044758
1020170054826,1020110072815
1020170054826,1020130012914
1020110023525,1020070137169
1020110023525,1020080095852
1020110023525,1020080060857
1020140039430,1019940037364
1020140039430,1020110029297
1020140039430,2020090002546
1020160049220,1020080009320
1020160049220,1020137030258
1020200052073,1020000015340
1020200052073,1020170183573
1020060133949,2020040018541
1020060133949,2019930017888
1020060133949,1020040052928
1020110032592,1020080027031
1020110032592,2020070011181
1020110032592,2020000014798
1020110032592,2020030012631
1020200181650,1020090050917
1020200181650,1020130018087
1020200181650,1020160180758
1020130046840,1019980032841
1020130046840,2020010034869
1020190174148,1020170037456
1020190174148,1019980017335
1020190174148,1020100046827
1020200052071,1020000015340
1020200052071,1020130096144
1020200052071,1020187020949
1020150068262,1020080071428
1020150068262,1020090045666
1020070053361,1020020024828
1020070053361,1020040011544
1020070053361,2020030039302
1020070053361,2020000033151
1020070053361,1019990056491
1020070135036,2019860017852
1020070135036,2019900017314
1020060128625,1020040086292
1020110105856,1019990009170
1020140041778,1020090000851
1020140041778,1020000069720
1020140041778,1020120010182
1020140041778,1020070046933
1020100074961,1020010005319
1020100074961,1020080074841
1020100074961,2020010000515
1020080009945,1020070068897
1020080009945,1020030071615
1020080009945,1020000032876
1020080009945,2019910003494
1020080058037,2020040027652
1020080058037,2020020007756
1020080058037,2020040019115
1020070013946,2020000014798
1020050040441,1020010034068
1020050040441,1020020070486
1020050040441,2019980015594
1020090013413,1020040015325
1020090013413,2019870016032
1020090013413,2019870003868
1020080063783,2020050027952
1020080063783,1020040068122
1020060020884,1019980014256
1020060020884,1020000008964
1020060020884,1020000013935
1020060020884,1020030068884
1020090075649,1020070070222
1020090075649,2020010008813
1020090096992,1019980011259
1020090034759,1020070065905
1020090034759,2020060016788
1020090034759,1020020031072
1020110123928,1020050004341
1020110123928,1020090016039
1020110123928,1020090113073
1020110123928,1020090122106
1020130143413,1020010019411
1020130143413,1020110022249
1020180040197,1020130125799
1020180040197,1020130095462
1020180040197,1020150071998
1020120006883,2020040036945
1020120006883,1020070077680
1020120006883,2019980002800
1020120006883,2019860022203
1020150097193,1020130074343
1020150097193,1020100025314
1020160080906,2020040018390
1020160080906,1020130150615
1020160080906,2019970004147
1020160080906,1020010013263
1020160080906,2020000009921
1020160080906,2020020007230
1020160080906,2020030012939
1020170013483,2020130000077
1020170013483,1020167011822
1020100044253,1020020036185
1020100044253,2020030005204
1020100044253,1019990058040
1020100044253,1020040117738
1020070087053,2020040036567
1020070087053,1019980019955
1020070087053,2020050030270
1020070087053,1019910004726
1020180049696,1020160087629
1020180049696,2020130010551
1020180049696,2019970008347
